EX T1,EX T2,EX T3,EX T4,Actual X,Actual Y,Calc X,Calc Y,Dif X,Dif Y,Dist
0.1795,1.0584,1.5025,2.1813,-37.77369412,-85.22606306,-16.44748962,-13.28502366,21.32620451,71.94103941,75.03545928
0.7409,0.925,2.0157,0.3474,9.980699285,-69.23812536,-11.46989012,-15.83600555,-21.45058941,53.40211981,57.54923272
0.879,0.1841,0.0046,0.9848,-16.1612374,-79.90463595,-6.548889438,2.099478035,9.612347961,82.00411398,82.56556149
0.0046,0.1058,0.9181,0.3221,-6.553855762,-80.72766425,-6.399108789,-7.878946853,0.154746973,72.84871739,72.84888175
0.6213,1.6153,0.5752,2.7566,-34.07376596,-83.74707325,-13.42328835,-4.729640404,20.65047761,79.01743284,81.67127352
0,0.0736,0.0759,0.0345,-11.14000726,-80.94604435,-0.34600438,-0.704406568,10.79400288,80.24163778,80.96438063
0.6213,0.0138,0.7662,0.6121,-10.66645353,-79.11442181,-8.806962517,-4.879195645,1.859491009,74.23522617,74.25851137
0.7616,0.7915,2.3493,2.2987,-31.19548862,-80.12541948,-23.99590026,-18.68441294,7.199588364,61.44100655,61.86138826
0.7156,0.2554,0.2232,1.9443,-51.28110433,-81.58813607,-12.1392191,-0.340988016,39.14188523,81.24714805,90.18417958
0,0,0.0805,0.6121,-19.85823952,-82.2239897,-3.636790311,-0.739633636,16.22144921,81.48435606,83.08330577
1.0423,1.4197,2.1031,0.1565,14.62307133,-63.80195271,-9.947972029,-16.1345357,-24.57104335,47.667417,53.62759379
0.1795,1.4381,0.9227,0.3313,-4.651337666,-79.85381763,-2.289687507,-8.499258277,2.361650159,71.35455935,71.39363089
1.3967,1.1896,1.5002,2.0318,-9.254287209,-75.44007777,-18.00291943,-10.06382591,-8.748632218,65.37625186,65.9590242
0.2462,0.7294,0.4119,2.0525,-51.12871538,-83.99718596,-11.0353643,-3.593750028,40.09335107,80.40343593,89.84536332
0.1404,0,0,1.3323,-44.53254475,-84.35269932,-7.270586813,0.254044422,37.26195794,84.60674374,92.44865924
1.0009,0.688,1.4404,0.6558,-6.450383304,-75.30247279,-11.31289309,-10.10118566,-4.862509788,65.20128713,65.38235117
