EX T1,EX T2,EX T3,EX T4,Actual X,Actual Y,Calc X,Calc Y,Dif X,Dif Y,Dist
0,0.6696,0.3705,0.3014,0.979122484,56.44164627,0.735272352,3.15144011,-0.243850132,-53.29020616,53.29076407
0,0.2623,0.9089,0.2393,1.091034256,56.45274157,0.226577249,2.669637756,-0.864457007,-53.78310382,53.79005059
0.2508,0.6075,1.3323,0.6512,0.587160133,57.7680661,0.591230028,5.366461304,0.004069895,-52.4016048,52.40160495
0,0.6604,0.3014,0.9273,-3.049491639,46.45395542,-0.33823571,0.500239697,2.711255929,-45.95371572,46.0336279
0.0115,0.352,0,0.0828,0.065080332,54.46430068,0.493851394,1.532762228,0.428771063,-52.93153845,52.93327505
0,0.4625,0.4694,0.6719,-3.098811015,47.57293598,-0.226745067,0.9076961,2.872065949,-46.66523988,46.75353865
0.1634,0.5545,0.8537,0.1979,2.013822352,61.36210517,1.037684662,5.145545375,-0.976137691,-56.21655979,56.22503392
0.2669,0.1081,0.0138,0.5131,-2.240927451,50.69057767,-0.270298078,0.173721449,1.970629373,-50.51685622,50.55527808
0,0,0.6006,0.1657,-1.082737471,51.95711593,-0.165768063,0.855123449,0.916969408,-51.10199248,51.11021882
0.2002,0.7087,0.0667,0.7386,-2.122687069,49.24140423,0.313869095,2.081305774,2.436556164,-47.16009846,47.22299961
0,0.3129,0.0161,0.2071,-0.512132343,53.02746162,0.204028338,0.823269293,0.71616068,-52.20419232,52.2091044
0.1956,0,0.3244,0.2347,-0.103436443,54.49858134,-0.042641047,1.058863654,0.060795397,-53.43971769,53.43975227
0.168,0.0989,0.757,0.6765,-0.998266905,52.69013121,-0.568245992,0.759870942,0.430020913,-51.93026026,51.93204068
0.2393,0.0161,0.2324,1.0032,-6.086876631,41.37075022,-1.249557422,-1.815776794,4.83731921,-43.18652701,43.45659642
0.0115,0,0.0092,0.4901,-3.399358141,45.0074496,-0.799319217,-1.813145487,2.600038925,-46.82059509,46.89273213
0.2577,0.5967,0.6627,0.0092,1.919276865,63.0556415,1.530590478,6.176039848,-0.388686387,-56.87960166,56.88092968
0.0092,0.8491,0.4671,0.1104,-0.441458956,53.2060796,1.399133596,5.100193112,1.840592552,-48.10588649,48.14108532
0.3751,0.6581,0.4648,0.5867,0.165656901,56.21893242,0.81107216,4.446661674,0.645415259,-51.77227075,51.7762936
0.0828,0.4556,0.0805,0.9572,-4.810683511,43.74867556,-0.664296382,-0.71497693,4.146387129,-44.46365249,44.65656636
0.092,0,0,0.8214,-5.92877765,40.71655757,-1.234945406,-2.645541879,4.693832244,-43.36209945,43.61540702
0.3037,0.3359,0.4694,0.2991,0.40470382,57.28574566,0.623390151,3.516789003,0.21868633,-53.76895665,53.76940137
