EX T1,EX T2,EX T3,EX T4,Actual X,Actual Y,Calc X,Calc Y,Dif X,Dif Y,Dist
1.1252,0.8283,1.728,2.2388,-6.808441797,-69.90130154,-7.696366502,-6.740114517,-0.887924705,63.16118702,63.16742797
0.2393,0,1.6061,2.2204,-36.11527019,-64.09285111,-2.006310408,-5.533009694,34.10895979,58.55984141,67.76928629
0.7294,0.2347,1.5347,2.1813,-12.31915055,-68.86012453,-8.453232409,-5.970117185,3.865918145,62.89000734,63.00871644
0.237,0.1012,0,0,-13.32172169,-68.14329114,-2.547105693,-0.26719944,10.774616,67.8760917,68.72594979
0.8307,0,0,0.2922,-1.50252359,-62.49733587,-15.37568744,-1.42143721,-13.87316385,61.07589866,62.63170181
0.2692,0.0782,0.4924,2.1261,-36.26084479,-65.65190022,-31.5972151,-4.683625716,4.66362969,60.96827451,61.14638124
1.017,1.7533,0.6282,0.1243,13.92214271,-58.63776619,6.498666349,-2.066171203,-7.423476356,56.57159499,57.05658035
0,1.2632,1.2034,0.803,-9.651271271,-70.71029102,19.92486682,-2.577388911,29.57613809,68.13290211,74.27543534
0.0276,0.9503,2.11,0.8307,1.647693293,-66.66157589,43.96669753,-3.17632392,42.31900423,63.48525197,76.29728263
1.07,1.9742,2.7105,2.3516,-7.464899996,-61.63270941,20.24380003,-7.771844622,27.70870002,53.86086479,60.57032948
0.0069,1.3185,0.566,1.7971,-33.99631734,-68.8386144,-17.808253,-4.089783368,16.18806434,64.74883103,66.74177512
0.0506,0.3751,0,0.0276,-8.340058424,-70.01339974,-0.485304263,-0.184273866,7.854754161,69.82912587,70.26950963
0.2163,1.3139,1.636,2.1836,-32.5493041,-67.79840144,2.098636402,-5.73435892,34.64794051,62.06404252,71.0804133
0.7432,1.2977,1.9742,0.4694,15.53742472,-59.67494828,39.75185883,-3.21273404,24.21443411,56.46221424,61.43549834
0.6788,0.3129,0.1104,1.0446,-11.80913617,-67.11015138,-25.01975586,-2.841402175,-13.2106197,64.26874921,65.6124424
0.1127,0.2416,0.9986,0.3866,-3.881537869,-69.38063877,19.43558776,-1.550312547,23.31712563,67.83032623,71.72615634
0.5614,1.8408,0.8721,2.4597,-35.41597124,-64.93910238,-27.91568717,-6.240667292,7.500284061,58.69843509,59.17567526
0,0.1312,0.1312,0.0483,-12.894577,-70.40402563,2.94491711,-0.204475224,15.83949411,70.1995504,71.96434152
0.5338,0.1427,0.8468,0.6397,-12.80992019,-67.45485899,5.112408912,-2.353445048,17.92232911,65.10141394,67.52335876
0.6949,1.04,2.1261,2.1882,-27.38390799,-64.90011593,9.797133936,-6.497337977,37.18104192,58.40277796,69.23376598
0.5453,0.4464,0.4556,2.1192,-36.48378774,-62.56745149,-35.02808359,-5.010691482,1.455704157,57.55676001,57.57516563
0.0069,0,0.092,0.5775,-15.50838931,-69.10425403,-9.030750503,-1.172156011,6.477638811,67.93209802,68.24023554
0.9641,1.6383,1.8523,0.2347,22.81615228,-55.8475939,39.06801376,-2.985782271,16.25186149,52.86181163,55.30365386
0.2002,1.7142,1.093,0.4027,9.122618096,-66.21932314,23.29952128,-2.042485068,14.17690319,64.17683807,65.72405289
1.1505,1.3507,1.6015,1.8293,-6.192818001,-62.34549102,-2.45826607,-6.010789124,3.734551931,56.33470189,56.45835205
0.1864,0.9572,0.6328,2.248,-36.13555215,-65.95816735,-27.62323996,-5.106379224,8.512312181,60.85178813,61.44428026
0.1818,0,0,1.4611,-36.01109513,-66.37043371,-31.27006052,-2.986419001,4.741034606,63.38401471,63.56107874
0.9296,0.9135,1.4197,0.7225,1.489947032,-63.51051429,16.32646332,-3.453316379,14.83651628,60.05719791,61.86266431
