EX T1,EX T2,EX T3,EX T4,Actual X,Actual Y,Calc X,Calc Y,Dif X,Dif Y,Dist
0.8951,0.2071,0,1.8914,-31.44263595,30.40799192,3.134581044,7.385158633,34.577217,-23.02283329,41.54076056
0.0115,0.1726,0.826,0.5729,-17.58149121,31.67449924,-4.659022168,-3.19042182,12.92246904,-34.86492106,37.1826966
0.826,2.5518,1.0653,3.8564,-4.265664295,33.30266877,-1.551713375,5.800229274,2.71395092,-27.5024395,27.63602192
0,0.0368,0.0207,0.0621,-7.797117254,32.19962338,-0.199085845,-0.07628555,7.598031409,-32.27590893,33.15817213
0.5453,0.1266,0.8168,1.1574,-6.474088404,32.20366832,-1.189011784,1.677051452,5.285076621,-30.52661687,30.98074196
0.9687,1.5831,3.3042,3.5113,-36.48109881,36.150382,-10.28886536,-2.261285572,26.19223345,-38.41166758,46.4918197
0.7087,0.4901,0.3935,3.0281,-4.267489986,34.90569591,-3.914956766,2.890597397,0.352533221,-32.01509852,32.01703941
0,0,0.0391,0.9917,-33.79740349,27.89589202,-4.03275882,-1.709633111,29.76464467,-29.60552513,41.98120044
1.1873,2.3953,2.6277,0.4556,-11.83267189,30.86169046,9.339414937,9.398598587,21.17208682,-21.46309187,30.14832621
0.2255,2.018,1.2172,0.6604,0.847785517,37.11549266,2.010817462,2.377488539,1.163031946,-34.73800412,34.75746788
1.5831,1.6866,2.1054,3.4584,-28.95262573,37.4035812,1.548229921,8.986708567,30.50085565,-28.41687264,41.68717843
0.3474,1.1482,0.6696,2.9729,-5.752898004,34.42121453,-6.531873147,-0.278701072,-0.778975144,-34.6999156,34.70865807
0.1703,0,0,2.1353,-38.66467213,30.12747421,-6.49045154,-1.514729923,32.17422059,-31.64220414,45.12659474
1.0976,1.1689,1.6038,1.2701,-11.55566768,36.57090933,4.946739861,7.523829737,16.50240755,-29.04707959,33.40751843
