EX T1,EX T2,EX T3,EX T4,Actual X,Actual Y,Calc X,Calc Y,Dif X,Dif Y,Dist
0.5338,0.0644,0.7593,0.5798,2.891464648,27.97419619,-26.41289477,-30.90867311,-29.30435942,-58.8828693,65.7718616
0.5752,0.6305,1.5969,1.6981,-4.729035768,29.25722236,-73.64805312,-79.10476978,-68.91901736,-108.3619921,128.421775
0.4855,0.3797,0.6282,1.9972,-34.6595845,18.43851267,-55.97834663,-45.09629783,-21.31876213,-63.5348105,67.01613063
0.0368,0,0.1404,0.6351,-0.583148567,24.40381042,-15.53760284,-11.74785804,-14.95445427,-36.15166846,39.12261284
0.8237,1.1229,1.4358,0.092,-28.8369367,21.31201881,-43.15194113,-59.17218365,-14.31500443,-80.48420245,81.74733143
0.3014,1.514,1.1068,0.3751,-0.787184403,24.55939739,-48.84395575,-57.91864727,-48.05677135,-82.47804466,95.45722143
0.948,1.2954,1.2678,1.5163,-7.557528067,26.37158618,-69.52732597,-69.41916186,-61.9697979,-95.79074804,114.0882258
0.2255,0.9342,0.5775,2.1146,2.732620579,27.62515,-65.24925516,-52.04921657,-67.98187574,-79.67436657,104.7355724
0.1611,0.0184,0,1.5347,-26.11231664,23.55234127,-30.13106911,-15.718645,-4.018752466,-39.27098626,39.47607799
0.8491,0.7593,1.185,0.6052,-0.965753138,24.74824722,-43.34885212,-51.67439715,-42.38309898,-76.42264438,87.38848696
